old_id,slug,title,status,reason,edit_link
66612,le-coucher,"Le coucher",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66612&amp;action=edit
66610,le-assis,"Le assis",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66610&amp;action=edit
66564,laspirateur,L'aspirateur,publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66564&amp;action=edit
66536,interactions-avec-les-enfants,"Interactions avec les enfants",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66536&amp;action=edit
66531,on-echange,"Vols d'objets et protection de ressources: On échange?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66531&amp;action=edit
66530,interactions-avec-le-chat-ou-le-lapin,"Interactions avec le chat (ou le lapin)",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66530&amp;action=edit
66514,les-mordillements-3,"Les mordillements",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66514&amp;action=edit
66447,les-mordillements-2,"Les mordillements",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66447&amp;action=edit
66444,les-sauts-2,"Les sauts",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66444&amp;action=edit
66162,exercices,Exercices,publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66162&amp;action=edit
66161,vols-dobjets-et-protection-de-ressources,"Vols d'objets et protection de ressources",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66161&amp;action=edit
66160,lapproche-positive,"L'approche positive",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66160&amp;action=edit
66159,le-lache,"Le ""lâche""",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66159&amp;action=edit
66080,le-marqueur,"Le marqueur",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66080&amp;action=edit
66079,materiel,"Outils d'entraînement",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66079&amp;action=edit
66078,fonctionnement-du-cours,Bienvenue,publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=66078&amp;action=edit
65870,tours-pour-samuser,"Tours pour s'amuser",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65870&amp;action=edit
65869,autocontroles,"Autocontrôles et focus",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65869&amp;action=edit
65868,obeissance-2,Obeissance,publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65868&amp;action=edit
65867,apprendre-lindependance,"Apprendre l'indépendance",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65867&amp;action=edit
65865,jeu-du-tapis,"Jeu du tapis",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65865&amp;action=edit
65864,harnais-collier,Harnais/collier/manteau,publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65864&amp;action=edit
65863,soins-veterinaire,"Soins vétérinaire",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65863&amp;action=edit
65862,toilettage,Toilettage,publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65862&amp;action=edit
65861,donne-la-patte-2,"Donne la patte",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65861&amp;action=edit
65860,jeu-entre-chiens-2,"Jeu entre chiens",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65860&amp;action=edit
65859,langage-canin-2,"Langage canin",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65859&amp;action=edit
65857,manipulations,Manipulations,publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65857&amp;action=edit
65854,socialisation,"La socialisation",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=65854&amp;action=edit
64678,socialisation-a-lenvironnement,"socialisation à l'environnement",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=64678&amp;action=edit
64675,jeu-entre-chiens,"Jeu entre chiens",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=64675&amp;action=edit
64674,langage-canin,"Langage canin",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=64674&amp;action=edit
56816,module-5-enfin-pret-pour-les-competitions,"Module 5  - Enfin prêt pour les compétitions",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=56816&amp;action=edit
56809,module-4,"Module 4 - Dernière lignes droites",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=56809&amp;action=edit
56808,module-3,"Module 3 - On augmente la difficulté!",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=56808&amp;action=edit
56807,module-2,"Module 2 - L'introduction à différentes figures",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=56807&amp;action=edit
56806,module-1,"Module 1 - Les bases fondamentales",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=56806&amp;action=edit
54897,live-jeremy-serindat,"Live - Jérémy Serindat",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=54897&amp;action=edit
54058,ressources-du-module-2,"Ressources du module 2",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=54058&amp;action=edit
54057,exercices-du-module-2,"Exercices du module 2",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=54057&amp;action=edit
54056,theorie-du-module-2,"Théorie du module 2",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=54056&amp;action=edit
53726,sessions-de-questions-reponses,"Sessions de questions & réponses",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=53726&amp;action=edit
52943,9-aout-2020-ken-ramirez,"9 août 2020 - Ken Ramirez",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=52943&amp;action=edit
52942,8-aout-2020-ken-ramirez,"8 août 2020 - Ken Ramirez",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=52942&amp;action=edit
49955,etudes-scientifiques-2,"Études scientifiques",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=49955&amp;action=edit
49954,videos,Vidéos,publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=49954&amp;action=edit
49783,etudes-scientifiques,"Études scientifiques",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=49783&amp;action=edit
49782,videos-complementaires,"Vidéos complémentaires",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=49782&amp;action=edit
49781,partie-2-causes-consequences-et-traitements-comportementaux-simonne-raffa,"Partie 2 - Causes, conséquences et traitements comportementaux - Simonne Raffa",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=49781&amp;action=edit
49390,deuxieme-partie,"Deuxième partie",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=49390&amp;action=edit
46446,bonus-le-touch-avance,"BONUS : Le touch avancé",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=46446&amp;action=edit
46444,bonus-reste,"BONUS : Reste",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=46444&amp;action=edit
46442,bonus-jeu-avec-le-trottoir,"BONUS : Jeu avec le trottoir",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=46442&amp;action=edit
46439,bonus-pitou-refuse-davancer,"BONUS : Pitou refuse d'avancer?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=46439&amp;action=edit
46435,bonus-la-depense-denergie,"BONUS : La dépense d'énergie",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=46435&amp;action=edit
44593,acces-a-la-formation,"Accès à la formation",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=44593&amp;action=edit
43889,message-important,"Message important!",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=43889&amp;action=edit
42110,andreanne-repond-a-vos-questions,"Andréanne répond à vos questions!",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=42110&amp;action=edit
40676,introduction-22,Introduction,publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=40676&amp;action=edit
38765,questions-reponses-6,"Questions & Réponses",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38765&amp;action=edit
38764,le-contenu-de-la-formation,"Le contenu de la formation",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38764&amp;action=edit
38763,a-savoir,"À savoir!",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38763&amp;action=edit
38302,assis-automatique,"Assis automatique",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38302&amp;action=edit
38296,saurais-tu-faire-comme-kahlo,"Saurais-tu faire comme Kahlo ?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38296&amp;action=edit
38295,la-commande-laisse,"La commande Laisse",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38295&amp;action=edit
38294,plus-lentement-tu-iras-plus-vite-tu-lauras,"Plus lentement tu iras... plus vite tu l'auras !",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38294&amp;action=edit
38293,la-theorie-derriere-la-pratique,"La théorie derrière la pratique",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38293&amp;action=edit
38292,ordre-du-jour-5,"Ordre du jour",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38292&amp;action=edit
38250,la-commande-de-liberation,"La commande de libération",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38250&amp;action=edit
38247,les-distractions-selon-premack,"Les distractions selon Premack",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38247&amp;action=edit
38245,ordre-du-jour-2,"Ordre du jour",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=38245&amp;action=edit
37669,la-cage-et-lenclos-un-outil-de-decompressions-lors-de-competitions-canines,"La cage et l'enclos, un outil de décompressions lors de compétitions canines",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=37669&amp;action=edit
37667,les-avantages-et-les-inconvenients-de-garder-la-cage,"Les avantages et les inconvénients de garder la cage",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=37667&amp;action=edit
37665,quand-et-comment-laisser-plus-de-liberte-a-votre-chien,"Quand et comment laisser plus de liberté à votre chien?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=37665&amp;action=edit
37659,comment-apprendre-a-votre-chien-a-entrer-dans-la-cage,"Comment apprendre à votre chien à entrer dans la cage?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=37659&amp;action=edit
37572,votre-webinaire,"Votre webinaire",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=37572&amp;action=edit
37557,francis-repond-a-vos-questions,"Francis répond à vos questions!",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=37557&amp;action=edit
37555,comment-resoudre-le-casse-tete-de-vos-finances,"Comment résoudre le casse-tête de vos finances?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=37555&amp;action=edit
34992,presentations,"Présentations et plan de cours",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34992&amp;action=edit
34975,la-difference-dage-entre-les-chiens-a-t-elle-vraiment-un-impact-2,"La différence d'âge entre les chiens a-t-elle vraiment un impact?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34975&amp;action=edit
34974,limiter-le-jeu-entre-les-chiens-pour-un-meilleur-focus,"Limiter le jeu entre les chiens pour un meilleur focus?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34974&amp;action=edit
34973,mon-chien-peut-il-etre-jaloux-2,"Mon chien peut-il être jaloux?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34973&amp;action=edit
34972,la-cohabitation-entre-femelles,"La cohabitation entre femelles",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34972&amp;action=edit
34959,les-limites-de-ce-cours-pour-la-protection-des-ressources-2,"Les limites de ce cours pour la protection des ressources",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34959&amp;action=edit
34958,mise-en-situation-quoi-faire,"Mise en situation - Quoi faire?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34958&amp;action=edit
34957,comment-travailler-en-r-avec-de-la-pr,"Comment travailler en R+ avec de la PR?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34957&amp;action=edit
34953,comment-prevenir-les-chicanes-2,"Comment prévenir les chicanes?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34953&amp;action=edit
34952,quand-et-comment-intervenir-dans-un-conflit-2,"Quand et comment intervenir dans un conflit?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34952&amp;action=edit
34951,quest-ce-qui-provoque-les-conflits-3,"Qu'est-ce qui provoque les conflits?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34951&amp;action=edit
34930,le-choix-et-lapplication-des-outils-de-gestion,"Le choix et l'application des outils de gestion",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34930&amp;action=edit
34929,comment-gere-ces-zones,"Comment géré ces zones?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34929&amp;action=edit
34928,quest-ce-quune-zone-sensible,"Qu'est-ce qu'une zone sensible?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34928&amp;action=edit
34927,les-outils-essentiels-2,"Les outils essentiels",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34927&amp;action=edit
34926,les-outils-actifs-2,"Les outils actifs",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34926&amp;action=edit
34925,les-outils-passifs-3,"Les différents outils",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34925&amp;action=edit
34815,comment-bien-placer-mon-environnement,"Comment bien placer mon environnement?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34815&amp;action=edit
34814,abby-enzo-le-herding-entre-chiens-de-berger,"Abby & Enzo - Le herding entre chiens de berger",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34814&amp;action=edit
34813,kassaka-basil-la-facilitation-social,"Kassaka & Basil - La facilitation social",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34813&amp;action=edit
34812,kassaka-basil-protection-des-ressources,"Kassaka & Basil - Protection des ressources",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34812&amp;action=edit
34811,kassaka-basil-sensibilite-aux-mouvements,"Kassaka & Basil - Sensibilité aux mouvements",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34811&amp;action=edit
34810,la-difference-dage-entre-les-chiens-a-t-elle-vraiment-un-impact,"La différence d'âge entre les chiens a-t-elle vraiment un impact?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34810&amp;action=edit
34809,limiter-le-jeu-entre-mes-chiens-pour-un-meilleur-focus,"Limiter le jeu entre mes chiens pour un meilleur focus?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34809&amp;action=edit
34808,mon-chien-peut-il-etre-jaloux,"Mon chien peut-il être jaloux?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34808&amp;action=edit
34807,la-cohabitation-entre-femelles-est-elle-possible,"La cohabitation entre femelles est-elle possible?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34807&amp;action=edit
34806,le-chef-de-meute,"Le chef de meute",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34806&amp;action=edit
34805,la-gestion-des-chaleurs,"La gestion des chaleurs",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34805&amp;action=edit
34804,limportance-de-la-sterilisation-au-quebec,"L'importance de la stérilisation au Québec",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34804&amp;action=edit
34803,lanxiete-de-separation,"L'anxiété de séparation",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34803&amp;action=edit
34802,les-promenades-en-voiture,"Les promenades en voiture",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34802&amp;action=edit
34801,larrivee-de-la-visite,"L'arrivée de la visite",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34801&amp;action=edit
34800,les-jappements,"Les jappements",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34800&amp;action=edit
34799,le-rappel-avec-plusieurs-chiens,"Le rappel avec plusieurs chiens",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34799&amp;action=edit
34798,les-promenades,"Les promenades",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34798&amp;action=edit
34797,lentrainement-au-jeu,"L'entraînement au jeu",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34797&amp;action=edit
34796,comment-gerer-lentrainement-a-plusieurs-chiens,"Comment gérer l'entraînement à plusieurs chiens?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34796&amp;action=edit
34795,les-limites-de-ce-cours-pour-la-protection-des-ressources,"Les limites de ce cours pour la protection des ressources",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34795&amp;action=edit
34794,quoi-faire,"Quoi faire?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34794&amp;action=edit
34793,travailler-en-r-avec-de-la-protection-des-ressources,"Travailler en R+ avec de la protection des ressources",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34793&amp;action=edit
34792,la-gestion-de-la-protection-des-ressources,"La gestion de la protection des ressources",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34792&amp;action=edit
34791,activites-le-partage-de-votre-attention,"Activités & le partage de votre attention",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34791&amp;action=edit
34790,le-bon-jeu-et-le-mauvais-jeu-canin-2,"Le bon jeu et le mauvais jeu canin",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34790&amp;action=edit
34789,comment-prevenir-les-chicanes,"Comment prévenir les «chicanes»?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34789&amp;action=edit
34788,quand-et-comment-intervenir-dans-un-conflit,"Quand et comment intervenir dans un conflit?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34788&amp;action=edit
34787,quest-ce-qui-provoque-les-conflits-2,"Qu'est-ce qui provoque les conflits?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34787&amp;action=edit
34786,comprendre-le-langage-canin,"Comprendre le langage canin",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34786&amp;action=edit
34785,trucs-astuces-pour-gerer-les-premieres-semaines,"Trucs & astuces pour gérer les premières semaines",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34785&amp;action=edit
34784,introduire-le-chien-au-chat-ou-vice-versa,"Introduire le chien au chat ou vice-versa",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34784&amp;action=edit
34783,planifier-la-premiere-rencontre,"Planifier la première rencontre",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34783&amp;action=edit
34782,la-relation-entre-2-chiens,"La relation entre 2 chiens",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34782&amp;action=edit
34781,comment-bien-choisir-son-nouveau-chien,"Comment bien choisir son nouveau chien?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34781&amp;action=edit
34780,comment-bien-choisir-son-nouveau-chiot,"Comment bien choisir son nouveau chiot",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34780&amp;action=edit
34779,les-choix-et-lapplication-des-outils-de-gestion,"Les choix et l'application des outils de gestion",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34779&amp;action=edit
34778,les-zones-sensibles-2,"Les zones sensibles",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34778&amp;action=edit
34777,pourquoi-utiliser-des-outils-de-gestion,"Pourquoi utiliser des outils de gestion?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34777&amp;action=edit
34776,les-outils-essentiels,"Les outils essentiels",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34776&amp;action=edit
34775,les-outils-actifs,"Les outils actifs",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34775&amp;action=edit
34774,les-outils-passifs-2,"Les outils passifs",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34774&amp;action=edit
34772,les-outils-passifs,"Pourquoi utiliser les outils de gestion",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34772&amp;action=edit
34768,introduction-presentation,"Introduction & présentation",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34768&amp;action=edit
34737,ne-jamais-utilisee-la-cage-quand,"Ne JAMAIS utilisée la cage quand...",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=34737&amp;action=edit
33050,periode-de-questions-reponses-2,"Période de questions & réponses",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=33050&amp;action=edit
33047,les-fondations-du-travail-en-r-du-cheval-2,"Les fondations du travail en R+ du cheval",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=33047&amp;action=edit
33045,periode-de-questions-reponses,"Période de questions & réponses",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=33045&amp;action=edit
33043,les-fondations-du-travail-en-r-du-cheval,"Les fondations du travail en R+ du cheval",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=33043&amp;action=edit
32548,partie-2-le-jeu-entre-chien-avec-claudine-prudhomme,"Partie 2 - Le jeu entre chien avec Claudine Prud'homme",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32548&amp;action=edit
32544,partie-1-le-jeu-entre-chien-avec-claudine-prudhomme,"Partie 1 - Le jeu entre chien avec Claudine Prud'homme",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32544&amp;action=edit
32539,le-jeu-entre-chien-avec-claudine-prudhomme,"Le jeu entre chien avec Claudine Prud'homme Partie !",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32539&amp;action=edit
32377,la-chandelle,"Scoot (demi-tour)",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32377&amp;action=edit
32338,quest-ce-quun-rappel-parfait,"Qu'est-ce qu'un rappel parfait ?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32338&amp;action=edit
32319,le-challenge-ultime,"Le challenge ultime",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32319&amp;action=edit
32318,le-merveilleux-concept-de-premack,"Le merveilleux concept de Premack !!",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32318&amp;action=edit
32317,rappel-autour-du-monde-2,"Rappel autour du monde",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32317&amp;action=edit
32316,rappel-en-ping-pong-2,"Rappel en Ping Pong",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32316&amp;action=edit
32313,comment-ruiner-votre-rappel-2,"Comment ruiner votre rappel ;)",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32313&amp;action=edit
32238,augmenter-la-difficulte-avec-des-defis,"Augmenter la difficulté.... Avec des défis !",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32238&amp;action=edit
32236,le-plus-merveilleux-principe-du-monde-premack,"Le plus merveilleux principe du monde... PREMACK!!!",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32236&amp;action=edit
32223,rappel-autour-du-monde,"Rappel Autour du monde  !",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32223&amp;action=edit
32222,rappel-ping-pong,"Rappel Ping Pong",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32222&amp;action=edit
32113,poursuivre-sa-pratique-des-sports-atteles,"Poursuivre sa pratique des sports attelés",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=32113&amp;action=edit
31476,quest-ce-quun-rappel-reussis,"Qu'est-ce qu'un rappel réussis ?",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=31476&amp;action=edit
31428,les-conflits,"Les conflits",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=31428&amp;action=edit
31328,defi-rappel,"Défi Rappel !",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=31328&amp;action=edit
31327,le-rappel-en-premack,"Le rappel en premack",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=31327&amp;action=edit
31326,augmenter-graduellement-la-difficulte,"Augmenter graduellement la difficulté",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=31326&amp;action=edit
31325,autour-du-monde,"Autour du monde !",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=31325&amp;action=edit
31324,rappel-en-ping-pong,"Rappel en ping pong",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=31324&amp;action=edit
31323,comment-ruiner-votre-rappel,"Comment ruiner votre rappel !",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=31323&amp;action=edit
31216,questions-reponses-3,"Questions & Réponses",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=31216&amp;action=edit
31215,webinaire-pro-labc-du-freestyle-canin,"Webinaire pro - L'ABC du freestyle canin",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=31215&amp;action=edit
29733,demonstration-seph-apprend-ses-commandes-lors-dune-promenade,"Démonstration - Seph apprend ses commandes lors d'une promenade",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=29733&amp;action=edit
29722,les-outils-de-gestions-actifs,"Les outils de gestions actifs",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=29722&amp;action=edit
28933,accedez-a-votre-webinaire-a-la-periode-de-questions-avant-le-28-aout,"Accédez à votre Webinaire & à la période de questions (Avant le 28 août)",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=28933&amp;action=edit
28873,le-mot-de-la-fin-13,"Le mot de la fin",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=28873&amp;action=edit
28872,accedez-a-votre-contenu,"Accédez à votre contenu",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=28872&amp;action=edit
28871,accedez-a-vos-ressources-telechargeables,"Accédez à vos ressources téléchargeables!",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=28871&amp;action=edit
28870,une-toute-nouvelle-formation,"Une toute nouvelle formation!",publish,no_course_link,https://temp.strategiasolutions.com/wp-admin/post.php?post=28870&amp;action=edit
